Symbol,Company Name,Exchange
BANDHANBNK,Bandhan Bank Limited,BSE
HAL,Hindustan Aeronautics Limited,BSE
DHARAN,DHARAN INFRA-EPC LIMITED,BSE
SANDHAR,Sandhar Technologies Limited,BSE
YASHO,YASHO INDUSTRIES LIMITED,BSE
BENARA,Benara Bearings and Pistons Limited,BSE
MIDHANI,Mishra Dhatu Nigam Limited,BSE
LEX,Lex Nimble Solutions Limited,BSE
OBCL,Orissa Bengal Carrier Limited,BSE
TRL,Taylormade Renewables Limited,BSE
LEMONTREE,Lemon Tree Hotels Limited,BSE
CHEMFAB,Chemfab Alkalis Ltd,BSE
HARDWYN,HARDWYN INDIA LIMITED,BSE
DLCL,DR LALCHANDANI LABS LIMITED,BSE
ORIENTELEC,Orient Electric Limited,BSE
DHRUV,Dhruv Consultancy Services Limited,BSE
AKSHAR,Akshar Spintex Limited,BSE
INDOUS,Indo US Bio-Tech Limited,BSE
BSE500IETF,ICICI Prudential Mutual Fund,BSE
INDOSTAR,IndoStar Capital Finance Limited,BSE
MILEFUR,Milestone Furniture Limited,BSE
UHZAVERI,U. H. ZAVERI LIMITED,BSE
PARVATI,Parvati Sweetners and Power Ltd.,BSE
MEGASTAR,Megastar Foods Limited,BSE
INNOVATORS,Innovators Facade Systems Limited,BSE
UCIL,UNIFINZ CAPITAL INDIA LIMITED,BSE
ZIMLAB,ZIM Laboratories Limited,BSE
AFFORDABLE,Affordable Robotic & Automation Limited,BSE
DOLLAR,Dollar Industries Limited,BSE
NGIL,NAKODA GROUP OF INDUSTRIES LIMITED,BSE
PALMJEWELS,Palm Jewels Limited,BSE
WAA,Waa Solar Limited,BSE
ADANIGREEN,Adani Green Energy Limited,BSE
UNICK,Unick Fix-A- Form and Printers Limited,BSE
SOLARA,SOLARA ACTIVE PHARMA SCIENCES LIMITED,BSE
GAYAHWS,GAYATRI HIGHWAYS LTD,BSE
RITES,RITES Limited,BSE
FINEORG,Fine Organic Industries Limited,BSE
VARROC,Varroc Engineering Limited,BSE
RAJNISH,Rajnish Wellness Limited,BSE
GUJWIND,Gujarat Winding Systems Limited,BSE
STRAEXPO,Sophia Traexpo Limited,BSE
RAWEDGE,Raw Edge Industrial Solutions Limited,BSE
SUPERSHAKT,Supershakti Metaliks Limited,BSE
ASHNI,Ashnisha Industries Limited,BSE
RACONTEUR,RACONTEUR GLOBAL RESOURCES LIMITED,BSE
HDFCAMC,HDFC Asset Management Company Limited,BSE
VIVANTA,Vivanta Industries Limited,BSE
FRATELLI,Fratelli Vineyards Limited,BSE
CREDITACC,CreditAccess Grameen Ltd.,BSE
AMINTAN,AMIN TANNERY LIMITED,BSE
DEEP,Deep Polymers Limited,BSE
SMEL,Sungold Media and Entertainment Limited,BSE
NEXT50IETF,ICICI Prudential Mutual Fund,BSE
ASRL,Add-Shop E-Retail Limited,BSE
SPACEINCUBA,Space Incubatrics Technologies Limited,BSE
SGIL,Synergy Green Industries Limited,BSE
RANJEET,Ranjeet Mechatronics Limited,BSE
IRCON,IRCON International Ltd,BSE
SKYGOLD,Sky Gold And Diamonds Limited,BSE
SETFSN50,SBI Mutual Fund,BSE
MACH,Mac Hotels Limited,BSE
MANORAMA,Manorama Industries Limited,BSE
INNOVATIVE,Innovative Ideals and Services (India) Limited,BSE
AAVAS,AAVAS Financiers Limited,BSE
GRSE,Garden Reach Shipbuilders & Engineers Limited,BSE
A1L,A-1 LIMITED,BSE
DOLFIN,Dolfin Rubbers Limited,BSE
SHUBHAM,Shubham Polyspin Limited,BSE
AKI,AKI India Limited,BSE
SUNRETAIL,Sun Retail Limited,BSE
SMGOLD,S. M. Gold Limited,BSE
VIVIDM,VIVID MERCANTILE LIMITED,BSE
BCPL,BCPL Railway Infrastructure Limited,BSE
ATGL,ADANI TOTAL GAS LIMITED,BSE
PHOSPHATE,The Phosphate Company Limited,BSE
NIFTYETF,Mirae Asset Mutual Fund,BSE
TECHNOE,Techno Electric & Engineering Company Limited,BSE
RONI,Roni Households Limited,BSE
SKIFL,Shree Krishna Infrastructure Limited,BSE
DGL,Diksha Greens Limited,BSE
ARYAN,Aryan Share & Stock Brokers Ltd.,BSE
NIVAKA,NIVAKA FASHIONS LIMITED,BSE
DALBHARAT,DALMIA BHARAT LIMITED,BSE
ABSLNN50ET,Aditya Birla Sun Life Mutual Fund,BSE
NILASPACES,Nila Spaces Ltd,BSE
SRD,Shankar Lal Rampal Dye-Chem Limited,BSE
TREJHARA,Trejhara Solutions Limited,BSE
DECCAN,Deccan Health Care Limited,BSE
AXITA,Axita Cotton Limited,BSE
KPIGREEN,KPI Green Energy Limited,BSE
HIKLASS,Hi-Klass Trading and Investment Limited,BSE
RPSGVENT,RPSG VENTURES LIMITED,BSE
SPENCERS,Spencer's Retail Limited,BSE
GLOSTERLTD,Gloster Ltd,BSE
XELPMOC,Xelpmoc Design and Tech Limited,BSE
SPACAPS,SPA Capital Services Limited,BSE
RITCO,Ritco Logistics Limited,BSE
CHALET,Chalet Hotels Limited,BSE
ANMOL,Anmol India Limited,BSE
JONJUA,Jonjua Overseas Limited,BSE
KRANTI,Kranti Industries Limited,BSE
ANUP,The Anup Engineering Ltd,BSE
GLAAMUP,GLAAM UP JWEL LIMITED,BSE
ARVINDFASN,Arvind Fashions Limited,BSE
MAHIP,Mahip Industries Limited,BSE
SNXT50BETA,UTI Mutual Fund,BSE
JYOTIN,Jyot International Marketing Limited,BSE
AGOL,Ashapuri Gold Ornament Limited,BSE
AARTECH,Aartech Solonics Limited,BSE
HBEL,Humming Bird Education Limited,BSE
MSTCLTD,MSTC Limited,BSE
ROOPSHRI,Roopshri Resorts Limited,BSE
CHANDNIMACH,Chandni Machines Limited,BSE
NSL,Northern Spirits Limited,BSE
RVNL,Rail Vikas Nigam Limited,BSE
METROPOLIS,Metropolis Healthcare Limited,BSE
KPITTECH,KPIT Technologies Ltd,BSE
POLYCAB,Polycab India Limited,BSE
VRFILMS,V R FILMS & STUDIOS LIMITED,BSE
VIKASLIFE,VIKAS LIFECARE LIMITED,BSE
NEOGEN,Neogen Chemicals Limited,BSE
GKP,G. K. P. Printing & Packaging Limited,BSE
EVANS,EVANS ELECTRIC LIMITED,BSE
BMW,BMW INDUSTRIES LIMITED,BSE
AEPL,Artemis Electricals and Projects Limited,BSE
DEL,Dhanashree Electronics Limited,BSE
HARISH,Harish Textile Engineers Limited,BSE
PPL,Prakash Pipes Limited,BSE
DGCONTENT,Digicontent Limited,BSE
PARSHVA,Parshva Enterprises Limited,BSE
ARL,Anand Rayons Limited,BSE
MURAE,Murae Organisor Limited,BSE
SBC,SBC EXPORTS LIMITED,BSE
INDIAMART,IndiaMART InterMESH Limited,BSE
CPML,CITY PULSE MULTIVENTURES LIMITED,BSE
SKIEL,SK International Export Limited,BSE
DCMNVL,DCM NOUVELLE LIMITED,BSE
BANKIETF,ICICI Prudential Mutual Fund,BSE
SNXT50BEES,Nippon India Mutual Fund,BSE
AFFLE,AFFLE 3I LIMITED,BSE
PVTBANIETF,ICICI Prudential Mutual Fund,BSE
SPANDANA,Spandana Sphoorty Financial Limited,BSE
SWSOLAR,STERLING AND WILSON RENEWABLE ENERGY LIMITED,BSE
TRANSPACT,Transpact Enterprises Limited,BSE
ALPHALOGIC,Alphalogic Techsys Limited,BSE
NOVATEOR,Novateor Research Laboratories Limited,BSE
360ONE,360 ONE WAM LIMITED,BSE
IIFLCAPS,IIFL CAPITAL SERVICES LIMITED,BSE
MUFIN,MUFIN GREEN FINANCE LIMITED,BSE
MISQUITA,Misquita Engineering Limited,BSE
GALACTICO,Galactico Corporate Services Limited,BSE
VEL,Vaxfab Enterprises Limited,BSE
FLUOROCHEM,Gujarat Fluorochemicals Limited,BSE
IRCTC,Indian Railway Catering & Tourism Corporation Ltd,BSE
GOBLIN,GOBLIN INDIA LIMITED,BSE
VISHWARAJ,Vishwaraj Sugar Industries Limited,BSE
GREENPANEL,Greenpanel Industries Limited,BSE
SHAHLON,Shahlon Silk Industries Limited,BSE
ABSLBANETF,Aditya Birla Sun Life Mutual Fund,BSE
MOUNT,MOUNT HOUSING AND INFRASTRUCTURE LIMITED,BSE
ANUROOP,Anuroop Packaging Limited,BSE
CSBBANK,CSB Bank Limited,BSE
UJJIVANSFB,Ujjivan Small Finance Bank Limited,BSE
HINDWAREAP,Hindware Home Innovation Limited,BSE
EASUN,Easun Capital Markets Limited,BSE
PRINCEPIPE,Prince Pipes and Fittings Limited,BSE
VALENCIA,Valencia Nutrition Limited,BSE
ASSAMENT,Assam Entrade Limited,BSE
GIANLIFE,Gian Life Care Limited,BSE
ARTEMISMED,Artemis Medicare Services Limited,BSE
SUMICHEM,SUMITOMO CHEMICAL INDIA LIMITED,BSE
MIDCAPIETF,ICICI Prudential Mutual Fund,BSE
NEXT50,Mirae Asset Mutual Fund,BSE
TRANWAY21,TRANWAY21 TECHNOLOGIES LIMITED,BSE
VARDHANCFL,Vardhan Capital & Finance Limited,BSE
UNIVPHOTO,UNIVERSUS PHOTO IMAGINGS LIMITED,BSE
CBPL,Chandra Bhagat Pharma Limited,BSE
OCTAVIUSPL,Octavius Plantations Limited,BSE
COHANCE,Cohance Lifesciences Limited,BSE
SMAUTO,SM Auto Stamping Limited,BSE
SBICARD,SBI CARDS AND PAYMENT SERVICES LIMITED,BSE
08MPD,Nippon India Mutual Fund,BSE
08ADR,Nippon India Mutual Fund,BSE
08MPR,Nippon India Mutual Fund,BSE
08AMD,Nippon India Mutual Fund,BSE
08AMR,Nippon India Mutual Fund,BSE
08BPB,Nippon India Mutual Fund,BSE
08GPG,Nippon India Mutual Fund,BSE
08ABB,Nippon India Mutual Fund,BSE
08QPD,Nippon India Mutual Fund,BSE
08AGG,Nippon India Mutual Fund,BSE
08QPR,Nippon India Mutual Fund,BSE
08AQD,Nippon India Mutual Fund,BSE
08DPD,Nippon India Mutual Fund,BSE
08AQR,Nippon India Mutual Fund,BSE
08DPR,Nippon India Mutual Fund,BSE
08ADD,Nippon India Mutual Fund,BSE
ROJL,RO Jewels Limited,BSE
COSPOWER,Cospower Engineering Limited,BSE
11DPR,Nippon India Mutual Fund,BSE
11GPG,Nippon India Mutual Fund,BSE
11MPD,Nippon India Mutual Fund,BSE
11MPR,Nippon India Mutual Fund,BSE
11QPD,Nippon India Mutual Fund,BSE
11QPR,Nippon India Mutual Fund,BSE
11ADD,Nippon India Mutual Fund,BSE
11ADR,Nippon India Mutual Fund,BSE
11AGG,Nippon India Mutual Fund,BSE
11AMD,Nippon India Mutual Fund,BSE
11AMR,Nippon India Mutual Fund,BSE
11AQD,Nippon India Mutual Fund,BSE
11AQR,Nippon India Mutual Fund,BSE
11DPD,Nippon India Mutual Fund,BSE
POWERINDIA,HITACHI ENERGY INDIA LIMITED,BSE
DJML,DJ Mediaprint & Logistics Limited,BSE
NIRMITEE,Nirmitee Robotics India Limited,BSE
NATURAL,Natural Biocon (India) Limited,BSE
REGIS,REGIS INDUSTRIES LIMITED,BSE
BILLWIN,Billwin Industries Limited,BSE
AARTISURF,Aarti Surfactants Limited,BSE
BONLON,BONLON INDUSTRIES LIMITED,BSE
BOROLTD,Borosil Limited,BSE
ROSSARI,ROSSARI BIOTECH LIMITED,BSE
NDRAUTO,NDR Auto Components Limited,BSE
SBGLP,SURATWWALA BUSINESS GROUP LIMITED,BSE
ALPL30IETF,ICICI Prudential Mutual Fund,BSE
MAXHEALTH,Max Healthcare Institute Limited,BSE
ITIETF,ICICI Prudential Mutual Fund,BSE
MAXIND, Max India Limited,BSE
HDFCNIFBAN,HDFC Mutual Fund,BSE
BANKBETA,UTI Mutual Fund,BSE
HAPPSTMNDS,Happiest Minds Technologies Limited,BSE
ROUTE,Route Mobile Limited,BSE
SAMRATFORG,Samrat Forgings Limited,BSE
ADVAIT,ADVAIT ENERGY TRANSITIONS LIMITED,BSE
ADL,Archidply Decor Limited,BSE
CAMS,Computer Age Management Services Limited,BSE
CHEMCON,Chemcon Speciality Chemicals Limited,BSE
SECMARK,Secmark Consultancy Limited,BSE
ANGELONE,ANGEL ONE LIMITED,BSE
ATAM,Atam Valves Limited,BSE
MAZDOCK,Mazagon Dock Shipbuilders Limited,BSE
UTIAMC,UTI Asset Management Company Limited,BSE
GMPL,G M Polyplast Limited,BSE
LIKHITHA,Likhitha Infrastructure Limited,BSE
VGIL,Veer Global Infraconstruction Limited,BSE
HEMIPROP,Hemisphere Properties India Limited,BSE
EQUITASBNK,Equitas Small Finance Bank Limited,BSE
SHINEFASH,Shine Fashions (India) Limited,BSE
GLAND, Gland Pharma Limited,BSE
ESG,Mirae Asset Mutual Fund,BSE
NETPIX,Net Pix Shorts Digital Media Limited,BSE
RBA,Restaurant Brands Asia Limited,BSE
TARC,TARC LIMITED,BSE
RVHL,Ravinder Heights Limited,BSE
FAIRCHEMOR,Fairchem Organics Limited,BSE
BECTORFOOD,Mrs. Bectors Food Specialities Limited,BSE
AWHCL,Antony Waste Handling Cell Limited,BSE
INFRABEES,Nippon India Mutual Fund,BSE
RFLL,RITA FINANCE AND LEASING LIMITED,BSE
IRFC,Indian Railway Finance Corporation,BSE
INDIGOPNTS,Indigo Paints Limited,BSE
HOMEFIRST,Home First Finance Company India Limited,BSE
STOVEKRAFT,STOVE KRAFT LIMITED,BSE
MRP,MRP Agro Limited,BSE
SMCGLOBAL,SMC Global Securities Limited,BSE
NURECA,Nureca Limited,BSE
RAILTEL,RailTel Corporation of India Limited,BSE
HERANBA,Heranba Industries Limited,BSE
DAVANGERE,Davangere Sugar Company Limited,BSE
DRCSYSTEMS,DRC Systems India Limited,BSE
ADJIA,Adjia Technologies Limited,BSE
MTARTECH,MTAR Technologies Limited,BSE
JUBLINGREA,Jubilant Ingrevia Limited,BSE
EASEMYTRIP,Easy Trip Planners Limited,BSE
KMEW,Knowledge Marine & Engineering Works Limited,BSE
ANURAS,Anupam Rasayan India Limited,BSE
CRAFTSMAN,Craftsman Automation Limited,BSE
LXCHEM,Laxmi Organic Industries Limited,BSE
KALYANKJIL,Kalyan Jewellers India Limited,BSE
SURYODAY,Suryoday Small Finance Bank Limited,BSE
NAZARA,Nazara Technologies Limited,BSE
SUVIDHAA,Suvidhaa Infoserve Limited,BSE
NIKSTECH,Niks Technology Limited,BSE
UFBL,UNITED FOODBRANDS LIMITED,BSE
EKI,EKI Energy Services Limited,BSE
RCAN,Rajeshwari Cans Limited,BSE
JETMALL,Jetmall Spices and Masala Limited,BSE
LODHA,Lodha Developers Limited,BSE
DEEPINDS,Deep Industries Limited,BSE
KGES,Kuberan Global Edu Solutions Limited,BSE
MAFANG,Mirae Asset Mutual Fund,BSE
HEALTHIETF,ICICI Prudential Mutual Fund,BSE
VINEETLAB,Vineet Laboratories Limited,BSE
SHYAMMETL,Shyam Metalics and Energy Limited,BSE
SONACOMS,Sona BLW Precision Forgings Limited,BSE
DODLA,Dodla Dairy Limited,BSE
KIMS,Krishna Institute of Medical Sciences Limited,BSE
ADESHWAR,Adeshwar Meditex Limited,BSE
TIMESGREEN,Times Green Energy (India) Limited,BSE
IPL,India Pesticides Limited,BSE
FOCUS,Focus Business Solution Limited,BSE
GRINFRA,G R Infraprojects Limited,BSE
CLEAN,Clean Science and Technology Limited,BSE
AAPLUSTRAD,AA Plus Tradelink Limited,BSE
ETERNAL,Eternal Limited,BSE
TATVA,Tatva Chintan Pharma Chem Limited,BSE
ALIVUS,ALIVUS LIFE SCIENCES LIMITED,BSE
BFSI,Mirae Asset Mutual Fund,BSE
GCSL,Gretex Corporate Services Limited,BSE
ROLEXRINGS,Rolex Rings Limited,BSE
FMCGIETF,ICICI Prudential Mutual Fund,BSE
EXXARO,Exxaro Tiles Limited,BSE
KRSNAA,Krsnaa Diagnostics Limited,BSE
WINDLAS,Windlas Biotech Limited,BSE
DEVYANI,Devyani International Limited,BSE
MOL,Meghmani Organics Limited,BSE
EPIGRAL,Epigral Limited,BSE
CARTRADE,CarTrade Tech Limited,BSE
NUVOCO,Nuvoco Vistas Corporation Limited,BSE
APTUS,Aptus Value Housing Finance India Limited,BSE
CHEMPLASTS,Chemplast Sanmar Limited,BSE
SHARPLINE,SHARPLINE BROADCAST LIMITED,BSE
AASHKA,Aashka Hospitals Limited,BSE
AXISTECETF,Axis Mutual Fund,BSE
AXISHCETF,Axis Mutual Fund,BSE
ACUTAAS,ACUTAAS CHEMICALS LIMITED,BSE
VIJAYA,Vijaya Diagnostic Centre Limited,BSE
NBL,Naapbooks Limited,BSE
POBS,PlatinumOne Business Services Limited,BSE
AXISCETF,Axis Mutual Fund,BSE
SANSERA,Sansera Engineering Limited,BSE
PREVEST,Prevest Denpro Limited,BSE
MARKOLINES,Markolines Pavement Technologies Limited,BSE
MASPTOP50,Mirae Asset Mutual Fund,BSE
SBLI,SBL Infratech Limited,BSE
PARAS,Paras Defence and Space Technologies Limited,BSE
GETALONG,Getalong Enterprise Limited,BSE
SVRL,Shri Venkatesh Refineries Limited,BSE
ABSLAMC,Aditya Birla Sun Life AMC Limited,BSE
PROMAX,Promax Power Limited,BSE
SAMOR,Samor Reality Limited,BSE
ADISHAKTI,Adishakti Loha and Ispat Limited,BSE
CWD,CWD Limited,BSE
CONSUMIETF,ICICI Prudential Mutual Fund,BSE
NYKAA,FSN E-Commerce Ventures Limited,BSE
FINOPB,Fino Payments Bank Limited,BSE
SJS,S.J.S. Enterprises Limited,BSE
EQUAL50ADD,DSP Mutual Fund,BSE
SIGACHI,Sigachi Industries Limited,BSE
POLICYBZR,PB Fintech Limited,BSE
SGFRL,Suyog Gurbaxani Funicular Ropeways Limited,BSE
PAYTM,One 97 Communications Limited,BSE
SAPPHIRE,Sapphire Foods India Limited,BSE
LATENTVIEW,Latent View Analytics Limited,BSE
TARSONS,Tarsons Products Limited,BSE
OMNIPOTENT,Omnipotent Industries Limited,BSE
GOCOLORS,Go Fashion (India) Limited,BSE
DMR,DMR ENGINEERING LIMITED,BSE
HITECH,HI-TECH PIPES LIMITED,BSE
STARHEALTH,Star Health and Allied Insurance Company Limited,BSE
TEGA,Tega Industries Limited,BSE
MAHKTECH,Mirae Asset Mutual Fund,BSE
ANANDRATHI,Anand Rathi Wealth Limited,BSE
ZODIAC,Zodiac Energy Limited,BSE
RATEGAIN,RateGain Travel Technologies Limited,BSE
SHRIRAMPPS,Shriram Properties Limited,BSE
JETFREIGHT,Jet Freight Logistics Limited,BSE
MAPMYINDIA,C.E. Info Systems Limited,BSE
METROBRAND,Metro Brands Limited,BSE
MEDPLUS,Medplus Health Services Limited,BSE
DATAPATTNS,Data Patterns (India) Limited,BSE
HPAL,HP Adhesives Limited,BSE
SUPRIYA,Supriya Lifescience Limited,BSE
CLARA,CLARA INDUSTRIES LIMITED,BSE
WITS,Wherrelz IT Solutions Limited,BSE
MONQ50,Motilal Oswal Mutual Fund,BSE
MIDQ50ADD,DSP Mutual Fund,BSE
NIFTYADD,DSP Mutual Fund,BSE
CMSINFO,CMS Info Systems Limited,BSE
BCONCEPTS,Brand Concepts Limited,BSE
ASCENSIVE,Ascensive Educare Limited,BSE
FABINO,FABINO ENTERPRISES LIMITED,BSE
WEL,WONDER ELECTRICALS LIMITED,BSE
AUTOIETF,ICICI Prudential Mutual Fund,BSE
AGSTRA,AGS TRANSACT TECHNOLOGIES LIMITED,BSE
ALKOSIGN,ALKOSIGN LIMITED,BSE
MAKEINDIA,Mirae Asset Mutual Fund,BSE
AWL,AWL AGRI BUSINESS LIMITED,BSE
QRIL,Quality RO Industries Limited,BSE
SSTL,Safa Systems & Technologies Limited,BSE
DEVIT,DEV INFORMATION TECHNOLOGY LIMITED,BSE
MANYAVAR,Vedant Fashions Limited,BSE
SPITZE,Maruti Interior Products Limited,BSE
MOMOMENTUM,Motilal Oswal Mutual Fund,BSE
SOFTTECH,SoftTech Engineers Limited,BSE
TECH,Aditya Birla Sun Life Mutual Fund,BSE
HEALTHY,Aditya Birla Sun Life Mutual Fund,BSE
BSLNIFTY,Aditya Birla Sun Life Mutual Fund,BSE
EKENNIS,Ekennis Software Service Limited,BSE
MIDCAPETF,Mirae Asset Mutual Fund,BSE
EUREKAFORB,Eureka Forbes Limited,BSE
GATEWAY,Gateway Distriparks Limited,BSE
GMRP&UI,GMR Power and Urban Infra Limited,BSE
BCCL,Bhatia Colour Chem Limited,BSE
MSUMI,Motherson Sumi Wiring India Limited,BSE
ACHYUT,Achyut Healthcare Limited,BSE
EVOQ,Evoq Remedies Limited,BSE
MOLOWVOL,Motilal Oswal Mutual Fund,BSE
AVROIND,Avro India Limited,BSE
UMAEXPORTS,Uma Exports Limited,BSE
VERANDA,Veranda Learning Solutions Limited,BSE
SEML,Sunrise Efficient Marketing Limited,BSE
DHYAANITR,DHYAANI TRADEVENTTURES LIMITED,BSE
HARIOMPIPE,Hariom Pipe Industries Limited,BSE
EIGHTY,Eighty Jewellers Limited,BSE
SFSL,Shashwat Furnishing Solutions Limited,BSE
GLHRL,Global Longlife Hospital and Research Limited,BSE
FONE4,Fone4 Communications (India) Limited,BSE
NVENTURES,Nanavati Ventures Limited,BSE
CAMPUS,Campus Activewear Limited,BSE
RAINBOW,Rainbow Children's Medicare Limited,BSE
SILVERTUC,Silver Touch Technologies Limited,BSE
LICI,LIFE INSURANCE CORPORATION OF INDIA,BSE
PRUDENT,Prudent Corporate Advisory Services Limited,BSE
VENUSPIPES,Venus Pipes & Tubes Limited,BSE
DELHIVERY,Delhivery Limited,BSE
PARADEEP,Paradeep Phosphates Limited,BSE
TIERRA,Tierra Agrotech Limited,BSE
ETHOSLTD,ETHOS LIMITED,BSE
EMUDHRA,eMudhra Limited,BSE
AETHER,Aether Industries Limited,BSE
WEWIN,We Win Limited,BSE
SILVERPRL,Silver Pearl Hospitality & Luxury Spaces Limited,BSE
SCARNOSE,Scarnose International Limited,BSE
GOEL,Goel Food Products Limited,BSE
MODIS,MODI’S NAVNIRMAN LIMITED,BSE
PGCRL,Pearl Green Clubs and Resorts Limited,BSE
SAILANI,SAILANI TOURS N TRAVELS LIMITED,BSE
KESAR,KESAR INDIA LIMITED,BSE
BRRL,B-RIGHT REALESTATE LIMITED,BSE
JAYANT,JAYANT INFRATECH LIMITED,BSE
VEERKRUPA,Veerkrupa Jewellers Limited,BSE
HEALTHYLIFE,HEALTHY LIFE AGRITEC LIMITED,BSE
DDEVPLSTIK,DDEV PLASTIKS INDUSTRIES LIMITED,BSE
MOHEALTH,Motilal Oswal Mutual Fund,BSE
MOM30IETF,ICICI Prudential Mutual Fund,BSE
HDFCNIF100,HDFC Mutual Fund,BSE
HDFCNEXT50,HDFC Mutual Fund,BSE
INFRAIETF,ICICI Prudential Mutual Fund,BSE
SYRMA,Syrma SGS Technology Limited,BSE
NIFTYQLITY,Aditya Birla Sun Life Mutual Fund,BSE
MOMENTUM,Aditya Birla Sun Life Mutual Fund,BSE
MOVALUE,Motilal Oswal Mutual Fund,BSE
MOQUALITY,Motilal Oswal Mutual Fund,BSE
OLATECH,Olatech Solutions Limited,BSE
RHETAN,Rhetan TMT Limited,BSE
DREAMFOLKS,DREAMFOLKS SERVICES LIMITED,BSE
DBOL,Dhampur Bio Organics Limited,BSE
DPL,DIPNA PHARMACHEM LIMITED,BSE
EPBIO,EP BIOCOMPOSITES LIMITED,BSE
TMB,Tamilnad Mercantile Bank Limited,BSE
VOEPL,Virtuoso Optoelectronics Limited,BSE
SISL,SHANTIDOOT INFRA SERVICES LIMITED,BSE
KSOLVES,Ksolves India Limited,BSE
HARSHA,Harsha Engineers International Limited,BSE
HDFCQUAL,HDFC Mutual Fund,BSE
CONTAINE,CONTAINE TECHNOLOGIES LIMITED,BSE
HDFCGROWTH,HDFC Mutual Fund,BSE
HDFCVALUE,HDFC Mutual Fund,BSE
MAFIA,MAFIA TRENDS LIMITED,BSE
TIPSFILMS,Tips Films Limited,BSE
SRSOLTD,SILICON RENTAL SOLUTIONS LIMITED,BSE
TLL,Trident Lifeline Limited,BSE
REETECH,REETECH INTERNATIONAL LIMITED,BSE
CARGOTRANS,Cargotrans Maritime Limited,BSE
CNCRD,Concord Control Systems Limited,BSE
INA,INSOLATION ENERGY LIMITED,BSE
CARGOSOL,Cargosol Logistics Limited,BSE
STML,STEELMAN TELECOM LIMITED,BSE
VEDANTASSET,VEDANT ASSET LIMITED,BSE
EMIL,Electronics Mart India Limited,BSE
HDFCLOWVOL,HDFC Mutual Fund,BSE
HDFCMOMENT,HDFC Mutual Fund,BSE
PPLPHARMA,PIRAMAL PHARMA LIMITED,BSE
DCI,Dc Infotech and Communication Limited,BSE
PACE,PACE E-COMMERCE VENTURES LIMITED,BSE
TRACXN,Tracxn Technologies Limited,BSE
NARMADA,Narmada Agrobase Limited,BSE
INFOBEAN,InfoBeans Technologies Limited,BSE
HPIL,HINDPRAKASH INDUSTRIES LIMITED,BSE
DCXINDIA,DCX Systems Limited,BSE
DAPS,DAPS ADVERTISING LIMITED,BSE
FUSION,FUSION FINANCE LIMITED,BSE
BIKAJI,Bikaji Foods International Limited,BSE
MEDANTA,Global Health Limited,BSE
TECHNOPACK,Technopack Polymers Limited,BSE
ACI,Archean Chemical Industries Limited,BSE
FIVESTAR,Five-Star Business Finance Ltd.,BSE
KAYNES,KAYNES TECHNOLOGY INDIA LIMITED,BSE
HDFCNIFIT,HDFC Mutual Fund,BSE
HDFCPVTBAN,HDFC Mutual Fund,BSE
INOXGREEN,INOX GREEN ENERGY SERVICES LIMITED,BSE
BBTCL,B&B Triplewall Containers Limited,BSE
RUSTOMJEE,Keystone Realtors Limited,BSE
VINNY,VINNY OVERSEAS LIMITED,BSE
AAATECH,AAA TECHNOLOGIES LIMITED,BSE
FINIETF,ICICI Prudential Mutual Fund,BSE
AMBOAGRI,AMBO AGRITEC LIMITED,BSE
SIRCA,Sirca Paints India Limited,BSE
DHARMAJ,Dharmaj Crop Guard Limited,BSE
SARVESHWAR,Sarveshwar Foods Limited,BSE
UNIPARTS,Uniparts India Limited,BSE
GARGI,PNGS GARGI FASHION JEWELLERY LIMITED,BSE
COMMOIETF,ICICI Prudential Mutual Fund,BSE
SULA,Sula Vineyards Limited,BSE
AFSL,ABANS FINANCIAL SERVICES LIMITED,BSE
DRONACHRYA,Droneacharya Aerial Innovations Limited,BSE
LANDMARK,LANDMARK CARS LIMITED,BSE
KFINTECH,KFin Technologies Limited,BSE
ELIN,Elin Electronics Limited,BSE
RADIANTCMS,Radiant Cash Management Services Limited,BSE
AVEER,Aveer Foods Limited,BSE
BANKADD,DSP Mutual Fund,BSE
AERONEU,Aeroflex Neu Limited,BSE
REXSEAL,Rex Sealing and Packing Industries Limited,BSE
SVS,SVS VENTURES LIMITED,BSE
LOGICA,LOGICA INFOWAY LIMITED,BSE
KAMOPAINTS,Kamdhenu Ventures Limited,BSE
AARTIPHARM,Aarti Pharmalabs Limited,BSE
DHARNI,DHARNI CAPITAL SERVICES LIMITED,BSE
TRANSVOY,TRANSVOY LOGISTICS INDIA LIMITED,BSE
EARTH,Earthstahl & Alloys Limited,BSE
ASHIKA,Ashika Credit Capital Ltd.,BSE
BTML,BODHI TREE MULTIMEDIA LIMITED,BSE
NSLNISP,NMDC Steel Limited,BSE
INDONG,INDONG TEA COMPANY LIMITED,BSE
HDFCBSE500,HDFC Mutual Fund,BSE
HDFCSML250,HDFC Mutual Fund,BSE
HDFCMID150,HDFC Mutual Fund,BSE
SEALMATIC,Sealmatic India Limited,BSE
ROBU,Macfos Limited,BSE
PATRON,Patron Exim Limited,BSE
SVJ,S.V.J.ENTERPRISES LIMITED,BSE
AMANAYA,AMANAYA VENTURES LIMITED,BSE
RESGEN,RESGEN LIMITED,BSE
ITCONS,ITCONS E-Solutions Limited,BSE
AIRAN,AIRAN LIMITED,BSE
DIVGIITTS,DIVGI TORQTRANSFER SYSTEMS LIMITED,BSE
